purchase_date,total_price,promo_name,sales_after_promo,status_promo
2022-08-06,137000,,137000,Tanpa Promo
2022-08-06,374700,GRATIS_ONGKIR,369700,Dengan Promo
2022-08-06,10000,,10000,Tanpa Promo
2022-08-06,55000,,55000,Tanpa Promo
2022-08-06,166500,,166500,Tanpa Promo
2022-08-06,36800,GRATIS_ONGKIR,31800,Dengan Promo
2022-08-06,1245000,,1245000,Tanpa Promo
2022-08-06,410000,,410000,Tanpa Promo
2022-08-06,77250,GRATIS_ONGKIR,72250,Dengan Promo
2022-08-06,71000,GRATIS_ONGKIR,66000,Dengan Promo
2022-08-06,168000,,168000,Tanpa Promo
2022-08-06,77370,GRATIS_ONGKIR,72370,Dengan Promo
2022-08-06,375000,GRATIS_ONGKIR,370000,Dengan Promo
2022-08-06,520000,GRATIS_ONGKIR,515000,Dengan Promo
2022-08-06,166500,GRATIS_ONGKIR,161500,Dengan Promo
2022-08-06,73000,GRATIS_ONGKIR,68000,Dengan Promo
2022-08-06,3318000,GRATIS_ONGKIR,3313000,Dengan Promo
2022-08-06,262240,GRATIS_ONGKIR,257240,Dengan Promo
2022-08-06,49500,GRATIS_ONGKIR,44500,Dengan Promo
2022-08-06,200700,,200700,Tanpa Promo
2022-08-06,555000,,555000,Tanpa Promo
2022-08-06,83980,,83980,Tanpa Promo
2022-08-06,387600,,387600,Tanpa Promo
2022-08-06,136500,,136500,Tanpa Promo
2022-08-06,116000,GRATIS_ONGKIR,111000,Dengan Promo
2022-08-06,465000,GRATIS_ONGKIR,460000,Dengan Promo
2022-08-06,140000,GRATIS_ONGKIR,135000,Dengan Promo
2022-08-06,5070,GRATIS_ONGKIR,70,Dengan Promo
2022-08-07,255000,,255000,Tanpa Promo
2022-08-07,475000,,475000,Tanpa Promo
2022-08-07,231000,,231000,Tanpa Promo
2022-08-07,29900,GRATIS_ONGKIR,24900,Dengan Promo
2022-08-07,230000,,230000,Tanpa Promo
2022-08-07,159600,,159600,Tanpa Promo
2022-08-07,318000,GRATIS_ONGKIR,313000,Dengan Promo
2022-08-07,300000,GRATIS_ONGKIR,295000,Dengan Promo
2022-08-07,119998,,119998,Tanpa Promo
2022-08-07,1659000,GRATIS_ONGKIR,1654000,Dengan Promo
2022-08-07,415000,,415000,Tanpa Promo
2022-08-07,81368,GRATIS_ONGKIR,76368,Dengan Promo
2022-08-07,9900,GRATIS_ONGKIR,4900,Dengan Promo
2022-08-07,399998,GRATIS_ONGKIR,394998,Dengan Promo
2022-08-07,69900,GRATIS_ONGKIR,64900,Dengan Promo
2022-08-07,384000,GRATIS_ONGKIR,379000,Dengan Promo
2022-08-07,411000,,411000,Tanpa Promo
2022-08-07,62000,GRATIS_ONGKIR,57000,Dengan Promo
2022-08-07,168000,GRATIS_ONGKIR,163000,Dengan Promo
2022-08-07,379800,,379800,Tanpa Promo
2022-08-07,337500,GRATIS_ONGKIR,332500,Dengan Promo
2022-08-07,152000,GRATIS_ONGKIR,147000,Dengan Promo
2022-08-07,76000,GRATIS_ONGKIR,71000,Dengan Promo
2022-08-07,61998,GRATIS_ONGKIR,56998,Dengan Promo
2022-08-07,9200,GRATIS_ONGKIR,4200,Dengan Promo
2022-08-07,65000,GRATIS_ONGKIR,60000,Dengan Promo
2022-08-08,1437000,GRATIS_ONGKIR,1432000,Dengan Promo
2022-08-08,18693,,18693,Tanpa Promo
2022-08-08,297040,GRATIS_ONGKIR,292040,Dengan Promo
2022-08-08,24796,,24796,Tanpa Promo
2022-08-08,880000,,880000,Tanpa Promo
2022-08-08,318000,GRATIS_ONGKIR,313000,Dengan Promo
2022-08-08,34000,GRATIS_ONGKIR,29000,Dengan Promo
2022-08-08,356644,GRATIS_ONGKIR,351644,Dengan Promo
2022-08-08,110000,GRATIS_ONGKIR,105000,Dengan Promo
2022-08-08,880000,GRATIS_ONGKIR,875000,Dengan Promo
2022-08-08,390000,GRATIS_ONGKIR,385000,Dengan Promo
2022-08-08,59800,,59800,Tanpa Promo
2022-08-08,90000,,90000,Tanpa Promo
2022-08-08,217500,GRATIS_ONGKIR,212500,Dengan Promo
2022-08-08,506250,GRATIS_ONGKIR,501250,Dengan Promo
2022-08-08,420000,,420000,Tanpa Promo
2022-08-08,899900,GRATIS_ONGKIR,894900,Dengan Promo
2022-08-08,164445,,164445,Tanpa Promo
2022-08-08,75999,,75999,Tanpa Promo
2022-08-08,222000,GRATIS_ONGKIR,217000,Dengan Promo
2022-08-08,124800,,124800,Tanpa Promo
2022-08-08,1400,GRATIS_ONGKIR,-3600,Dengan Promo
2022-08-08,60000,,60000,Tanpa Promo
2022-08-08,135000,,135000,Tanpa Promo
2022-08-09,19900,,19900,Tanpa Promo
2022-08-09,3030000,,3030000,Tanpa Promo
2022-08-09,958000,,958000,Tanpa Promo
2022-08-09,39405,GRATIS_ONGKIR,34405,Dengan Promo
2022-08-09,480000,GRATIS_ONGKIR,475000,Dengan Promo
2022-08-09,92000,,92000,Tanpa Promo
2022-08-09,125970,,125970,Tanpa Promo
2022-08-09,197938,,197938,Tanpa Promo
2022-08-09,155046,GRATIS_ONGKIR,150046,Dengan Promo
2022-08-09,258540,,258540,Tanpa Promo
2022-08-09,250200,GRATIS_ONGKIR,245200,Dengan Promo
2022-08-09,26888,,26888,Tanpa Promo
2022-08-09,81368,,81368,Tanpa Promo
2022-08-09,104000,GRATIS_ONGKIR,99000,Dengan Promo
2022-08-09,37900,GRATIS_ONGKIR,32900,Dengan Promo
2022-08-09,960000,GRATIS_ONGKIR,955000,Dengan Promo
2022-08-09,506997,,506997,Tanpa Promo
2022-08-10,72680,GRATIS_ONGKIR,67680,Dengan Promo
2022-08-10,300000,,300000,Tanpa Promo
2022-08-10,7140,GRATIS_ONGKIR,2140,Dengan Promo
2022-08-10,398000,,398000,Tanpa Promo
2022-08-10,156000,,156000,Tanpa Promo
2022-08-10,255000,,255000,Tanpa Promo
2022-08-10,359700,GRATIS_ONGKIR,354700,Dengan Promo
2022-08-10,447000,GRATIS_ONGKIR,442000,Dengan Promo
2022-08-10,295850,,295850,Tanpa Promo
2022-08-10,139800,GRATIS_ONGKIR,134800,Dengan Promo
2022-08-10,275000,GRATIS_ONGKIR,270000,Dengan Promo
2022-08-10,299800,GRATIS_ONGKIR,294800,Dengan Promo
2022-08-10,50000,GRATIS_ONGKIR,45000,Dengan Promo
2022-08-10,270580,,270580,Tanpa Promo
2022-08-10,39001,GRATIS_ONGKIR,34001,Dengan Promo
2022-08-10,435000,,435000,Tanpa Promo
2022-08-10,311700,,311700,Tanpa Promo
2022-08-10,379800,,379800,Tanpa Promo
2022-08-10,478800,GRATIS_ONGKIR,473800,Dengan Promo
2022-08-10,448000,,448000,Tanpa Promo
2022-08-10,36374,,36374,Tanpa Promo
2022-08-10,29600,GRATIS_ONGKIR,24600,Dengan Promo
2022-08-10,1950000,,1950000,Tanpa Promo
2022-08-10,387600,GRATIS_ONGKIR,382600,Dengan Promo
2022-08-10,121000,,121000,Tanpa Promo
2022-08-10,110000,GRATIS_ONGKIR,105000,Dengan Promo
2022-08-10,19800,,19800,Tanpa Promo
2022-08-10,21000,GRATIS_ONGKIR,16000,Dengan Promo
2022-08-10,22000,,22000,Tanpa Promo
2022-08-10,450000,,450000,Tanpa Promo
2022-08-10,55000,,55000,Tanpa Promo
2022-08-10,128000,,128000,Tanpa Promo
2022-08-11,195000,,195000,Tanpa Promo
2022-08-11,84750,GRATIS_ONGKIR,79750,Dengan Promo
2022-08-11,194000,,194000,Tanpa Promo
2022-08-11,124900,,124900,Tanpa Promo
2022-08-11,239850,,239850,Tanpa Promo
2022-08-11,209700,,209700,Tanpa Promo
2022-08-11,127980,GRATIS_ONGKIR,122980,Dengan Promo
2022-08-11,520000,,520000,Tanpa Promo
2022-08-11,139800,,139800,Tanpa Promo
2022-08-11,125000,GRATIS_ONGKIR,120000,Dengan Promo
2022-08-11,207000,,207000,Tanpa Promo
2022-08-11,143664,,143664,Tanpa Promo
2022-08-11,149900,GRATIS_ONGKIR,144900,Dengan Promo
2022-08-11,145000,GRATIS_ONGKIR,140000,Dengan Promo
2022-08-11,894000,,894000,Tanpa Promo
2022-08-11,172500,,172500,Tanpa Promo
2022-08-11,338850,,338850,Tanpa Promo
2022-08-11,133800,,133800,Tanpa Promo
2022-08-11,138500,,138500,Tanpa Promo
2022-08-11,345000,,345000,Tanpa Promo
2022-08-11,712500,GRATIS_ONGKIR,707500,Dengan Promo
2022-08-11,750000,,750000,Tanpa Promo
2022-08-11,1670,GRATIS_ONGKIR,-3330,Dengan Promo
2022-08-11,195000,GRATIS_ONGKIR,190000,Dengan Promo
2022-08-11,12125,,12125,Tanpa Promo
2022-08-11,295850,GRATIS_ONGKIR,290850,Dengan Promo
2022-08-11,291000,GRATIS_ONGKIR,286000,Dengan Promo
2022-08-11,11250,GRATIS_ONGKIR,6250,Dengan Promo
2022-08-11,415500,,415500,Tanpa Promo
2022-08-11,24250,GRATIS_ONGKIR,19250,Dengan Promo
2022-08-12,99000,GRATIS_ONGKIR,94000,Dengan Promo
2022-08-12,442260,GRATIS_ONGKIR,437260,Dengan Promo
2022-08-12,299800,,299800,Tanpa Promo
2022-08-12,137700,GRATIS_ONGKIR,132700,Dengan Promo
2022-08-12,119998,GRATIS_ONGKIR,114998,Dengan Promo
2022-08-12,297000,GRATIS_ONGKIR,292000,Dengan Promo
2022-08-12,169000,,169000,Tanpa Promo
2022-08-12,217500,GRATIS_ONGKIR,212500,Dengan Promo
2022-08-12,74000,,74000,Tanpa Promo
2022-08-12,112000,GRATIS_ONGKIR,107000,Dengan Promo
2022-08-12,220000,,220000,Tanpa Promo
2022-08-12,90000,GRATIS_ONGKIR,85000,Dengan Promo
2022-08-12,131000,,131000,Tanpa Promo
2022-08-12,29700,,29700,Tanpa Promo
2022-08-12,112000,GRATIS_ONGKIR,107000,Dengan Promo
2022-08-12,21500,,21500,Tanpa Promo
2022-08-12,3750,,3750,Tanpa Promo
2022-08-12,55000,GRATIS_ONGKIR,50000,Dengan Promo
2022-08-12,168750,GRATIS_ONGKIR,163750,Dengan Promo
2022-08-12,390000,GRATIS_ONGKIR,385000,Dengan Promo
2022-08-12,37386,GRATIS_ONGKIR,32386,Dengan Promo
2022-08-12,59900,,59900,Tanpa Promo
2022-08-12,338000,GRATIS_ONGKIR,333000,Dengan Promo
2022-08-12,117003,,117003,Tanpa Promo
2022-08-12,487500,GRATIS_ONGKIR,482500,Dengan Promo
2022-08-12,270200,,270200,Tanpa Promo
2022-08-12,12125,GRATIS_ONGKIR,7125,Dengan Promo
2022-08-12,100000,GRATIS_ONGKIR,95000,Dengan Promo
2022-08-12,65000,,65000,Tanpa Promo
2022-08-12,14622,,14622,Tanpa Promo
2022-08-12,270000,,270000,Tanpa Promo
2022-08-12,9748,,9748,Tanpa Promo
2022-08-13,115000,GRATIS_ONGKIR,110000,Dengan Promo
2022-08-13,49000,,49000,Tanpa Promo
2022-08-13,150000,GRATIS_ONGKIR,145000,Dengan Promo
2022-08-13,299999,GRATIS_ONGKIR,294999,Dengan Promo
2022-08-13,84750,GRATIS_ONGKIR,79750,Dengan Promo
2022-08-13,89000,GRATIS_ONGKIR,84000,Dengan Promo
2022-08-13,154440,GRATIS_ONGKIR,149440,Dengan Promo
2022-08-13,712500,GRATIS_ONGKIR,707500,Dengan Promo
2022-08-13,358000,GRATIS_ONGKIR,353000,Dengan Promo
2022-08-13,480000,GRATIS_ONGKIR,475000,Dengan Promo
2022-08-13,290000,,290000,Tanpa Promo
2022-08-13,338850,GRATIS_ONGKIR,333850,Dengan Promo
2022-08-13,337998,,337998,Tanpa Promo
2022-08-13,1347000,,1347000,Tanpa Promo
2022-08-13,50000,GRATIS_ONGKIR,45000,Dengan Promo
2022-08-13,4977000,GRATIS_ONGKIR,4972000,Dengan Promo
2022-08-13,259000,GRATIS_ONGKIR,254000,Dengan Promo
2022-08-13,197619,GRATIS_ONGKIR,192619,Dengan Promo
2022-08-13,55365,,55365,Tanpa Promo
2022-08-13,231000,,231000,Tanpa Promo
2022-08-13,145000,,145000,Tanpa Promo
2022-08-13,110000,,110000,Tanpa Promo
2022-08-13,390000,GRATIS_ONGKIR,385000,Dengan Promo
2022-08-13,99000,,99000,Tanpa Promo
2022-08-13,90000,GRATIS_ONGKIR,85000,Dengan Promo
2022-08-13,65172,,65172,Tanpa Promo
2022-08-13,43000,,43000,Tanpa Promo
2022-08-13,130000,GRATIS_ONGKIR,125000,Dengan Promo
2022-08-13,1400,GRATIS_ONGKIR,-3600,Dengan Promo
2022-08-13,284000,,284000,Tanpa Promo
2022-08-13,98750,,98750,Tanpa Promo
2022-08-13,69642,GRATIS_ONGKIR,64642,Dengan Promo
2022-08-14,144000,GRATIS_ONGKIR,139000,Dengan Promo
2022-08-14,231750,,231750,Tanpa Promo
2022-08-14,179800,GRATIS_ONGKIR,174800,Dengan Promo
2022-08-14,296250,GRATIS_ONGKIR,291250,Dengan Promo
2022-08-14,296250,GRATIS_ONGKIR,291250,Dengan Promo
2022-08-14,14800,GRATIS_ONGKIR,9800,Dengan Promo
2022-08-14,75000,GRATIS_ONGKIR,70000,Dengan Promo
2022-08-14,55200,,55200,Tanpa Promo
2022-08-14,48960,GRATIS_ONGKIR,43960,Dengan Promo
2022-08-14,110000,GRATIS_ONGKIR,105000,Dengan Promo
2022-08-14,30000,,30000,Tanpa Promo
2022-08-14,278500,,278500,Tanpa Promo
2022-08-14,51480,GRATIS_ONGKIR,46480,Dengan Promo
2022-08-14,110000,,110000,Tanpa Promo
2022-08-14,375000,GRATIS_ONGKIR,370000,Dengan Promo
2022-08-14,62200,,62200,Tanpa Promo
2022-08-14,9900,,9900,Tanpa Promo
2022-08-14,825000,,825000,Tanpa Promo
2022-08-14,290982,GRATIS_ONGKIR,285982,Dengan Promo
2022-08-14,118000,,118000,Tanpa Promo
2022-08-14,208500,,208500,Tanpa Promo
2022-08-14,48450,GRATIS_ONGKIR,43450,Dengan Promo
2022-08-14,42660,,42660,Tanpa Promo
2022-08-15,168300,GRATIS_ONGKIR,163300,Dengan Promo
2022-08-15,202710,,202710,Tanpa Promo
2022-08-15,161999,GRATIS_ONGKIR,156999,Dengan Promo
2022-08-15,450000,,450000,Tanpa Promo
2022-08-15,20000,GRATIS_ONGKIR,15000,Dengan Promo
2022-08-15,224400,,224400,Tanpa Promo
2022-08-15,240000,,240000,Tanpa Promo
2022-08-15,124000,GRATIS_ONGKIR,119000,Dengan Promo
2022-08-15,493000,,493000,Tanpa Promo
2022-08-15,76000,,76000,Tanpa Promo
2022-08-15,38000,,38000,Tanpa Promo
2022-08-15,7100000,GRATIS_ONGKIR,7095000,Dengan Promo
2022-08-15,162360,GRATIS_ONGKIR,157360,Dengan Promo
2022-08-15,60000,GRATIS_ONGKIR,55000,Dengan Promo
2022-08-15,84150,GRATIS_ONGKIR,79150,Dengan Promo
2022-08-15,78790,,78790,Tanpa Promo
2022-08-15,297000,GRATIS_ONGKIR,292000,Dengan Promo
2022-08-15,61998,,61998,Tanpa Promo
2022-08-15,84690,,84690,Tanpa Promo
2022-08-15,156000,GRATIS_ONGKIR,151000,Dengan Promo
2022-08-15,687000,GRATIS_ONGKIR,682000,Dengan Promo
2022-08-15,780000,,780000,Tanpa Promo
2022-08-15,79800,GRATIS_ONGKIR,74800,Dengan Promo
2022-08-15,300000,GRATIS_ONGKIR,295000,Dengan Promo
2022-08-15,52000,GRATIS_ONGKIR,47000,Dengan Promo
2022-08-15,267000,,267000,Tanpa Promo
2022-08-16,55365,,55365,Tanpa Promo
2022-08-16,99000,GRATIS_ONGKIR,94000,Dengan Promo
2022-08-16,199000,GRATIS_ONGKIR,194000,Dengan Promo
2022-08-16,6600,GRATIS_ONGKIR,1600,Dengan Promo
2022-08-16,120000,,120000,Tanpa Promo
2022-08-16,148725,GRATIS_ONGKIR,143725,Dengan Promo
2022-08-16,229000,GRATIS_ONGKIR,224000,Dengan Promo
2022-08-16,4950060,GRATIS_ONGKIR,4945060,Dengan Promo
2022-08-16,1400,GRATIS_ONGKIR,-3600,Dengan Promo
2022-08-16,177000,,177000,Tanpa Promo
2022-08-16,43000,GRATIS_ONGKIR,38000,Dengan Promo
2022-08-16,59800,,59800,Tanpa Promo
2022-08-16,27000,,27000,Tanpa Promo
2022-08-16,197100,,197100,Tanpa Promo
2022-08-16,149600,,149600,Tanpa Promo
2022-08-16,30999,GRATIS_ONGKIR,25999,Dengan Promo
2022-08-16,93300,GRATIS_ONGKIR,88300,Dengan Promo
2022-08-16,68888,,68888,Tanpa Promo
2022-08-16,39900,,39900,Tanpa Promo
2022-08-16,50000,GRATIS_ONGKIR,45000,Dengan Promo
2022-08-16,376000,GRATIS_ONGKIR,371000,Dengan Promo
2022-08-16,125000,GRATIS_ONGKIR,120000,Dengan Promo
2022-08-16,81180,,81180,Tanpa Promo
2022-08-16,44000,,44000,Tanpa Promo
2022-08-16,525000,GRATIS_ONGKIR,520000,Dengan Promo
2022-08-16,46942,GRATIS_ONGKIR,41942,Dengan Promo
2022-08-16,64150,GRATIS_ONGKIR,59150,Dengan Promo
2022-08-17,348750,TUJUHBELASAN,338750,Dengan Promo
2022-08-17,170000,,170000,Tanpa Promo
2022-08-17,4347000,GRATIS_ONGKIR,4342000,Dengan Promo
2022-08-17,300000,GRATIS_ONGKIR,295000,Dengan Promo
2022-08-17,25000,,25000,Tanpa Promo
2022-08-17,1099900,GRATIS_ONGKIR,1094900,Dengan Promo
2022-08-17,97920,GRATIS_ONGKIR,92920,Dengan Promo
2022-08-17,130000,GRATIS_ONGKIR,125000,Dengan Promo
2022-08-17,170000,TUJUHBELASAN,160000,Dengan Promo
2022-08-17,130000,,130000,Tanpa Promo
2022-08-17,660000,GRATIS_ONGKIR,655000,Dengan Promo
2022-08-17,375000,GRATIS_ONGKIR,370000,Dengan Promo
2022-08-17,89800,,89800,Tanpa Promo
2022-08-17,119600,GRATIS_ONGKIR,114600,Dengan Promo
2022-08-17,156000,TUJUHBELASAN,146000,Dengan Promo
2022-08-17,151500,,151500,Tanpa Promo
2022-08-17,800000,,800000,Tanpa Promo
2022-08-17,55000,,55000,Tanpa Promo
2022-08-17,17900,TUJUHBELASAN,7900,Dengan Promo
2022-08-17,168000,GRATIS_ONGKIR,163000,Dengan Promo
2022-08-17,450000,GRATIS_ONGKIR,445000,Dengan Promo
2022-08-17,73000,,73000,Tanpa Promo
2022-08-17,318000,TUJUHBELASAN,308000,Dengan Promo
2022-08-17,32000,GRATIS_ONGKIR,27000,Dengan Promo
2022-08-17,25000,GRATIS_ONGKIR,20000,Dengan Promo
2022-08-17,154440,,154440,Tanpa Promo
2022-08-17,199998,,199998,Tanpa Promo
2022-08-17,398000,GRATIS_ONGKIR,393000,Dengan Promo
2022-08-17,599997,TUJUHBELASAN,589997,Dengan Promo
2022-08-17,1320000,TUJUHBELASAN,1310000,Dengan Promo
2022-08-17,75780,TUJUHBELASAN,65780,Dengan Promo
2022-08-17,116000,GRATIS_ONGKIR,111000,Dengan Promo
2022-08-17,83661,GRATIS_ONGKIR,78661,Dengan Promo
2022-08-18,195000,GRATIS_ONGKIR,190000,Dengan Promo
2022-08-18,39800,GRATIS_ONGKIR,34800,Dengan Promo
2022-08-18,141000,GRATIS_ONGKIR,136000,Dengan Promo
2022-08-18,398000,,398000,Tanpa Promo
2022-08-18,48960,GRATIS_ONGKIR,43960,Dengan Promo
2022-08-18,172500,GRATIS_ONGKIR,167500,Dengan Promo
2022-08-18,149900,,149900,Tanpa Promo
2022-08-18,299999,,299999,Tanpa Promo
2022-08-18,44400,,44400,Tanpa Promo
2022-08-18,250000,GRATIS_ONGKIR,245000,Dengan Promo
2022-08-18,166500,,166500,Tanpa Promo
2022-08-18,231750,GRATIS_ONGKIR,226750,Dengan Promo
2022-08-18,959700,,959700,Tanpa Promo
2022-08-18,899997,GRATIS_ONGKIR,894997,Dengan Promo
2022-08-18,159000,GRATIS_ONGKIR,154000,Dengan Promo
2022-08-18,169380,,169380,Tanpa Promo
2022-08-18,555000,,555000,Tanpa Promo
2022-08-18,59800,,59800,Tanpa Promo
2022-08-18,278000,,278000,Tanpa Promo
2022-08-18,209700,,209700,Tanpa Promo
2022-08-18,54000,,54000,Tanpa Promo
2022-08-18,108750,GRATIS_ONGKIR,103750,Dengan Promo
2022-08-18,154440,,154440,Tanpa Promo
2022-08-18,345000,,345000,Tanpa Promo
2022-08-18,75000,GRATIS_ONGKIR,70000,Dengan Promo
2022-08-19,187200,GRATIS_ONGKIR,182200,Dengan Promo
2022-08-19,338000,GRATIS_ONGKIR,333000,Dengan Promo
2022-08-19,55200,,55200,Tanpa Promo
2022-08-19,21500,,21500,Tanpa Promo
2022-08-19,458000,,458000,Tanpa Promo
2022-08-19,159000,GRATIS_ONGKIR,154000,Dengan Promo
2022-08-19,197619,GRATIS_ONGKIR,192619,Dengan Promo
2022-08-19,60000,,60000,Tanpa Promo
2022-08-19,294840,,294840,Tanpa Promo
2022-08-19,154440,,154440,Tanpa Promo
2022-08-19,199900,,199900,Tanpa Promo
2022-08-19,149000,GRATIS_ONGKIR,144000,Dengan Promo
2022-08-19,450000,,450000,Tanpa Promo
2022-08-19,58000,,58000,Tanpa Promo
2022-08-19,615000,GRATIS_ONGKIR,610000,Dengan Promo
2022-08-19,750000,,750000,Tanpa Promo
2022-08-19,48500,,48500,Tanpa Promo
2022-08-19,95800,,95800,Tanpa Promo
2022-08-19,102960,,102960,Tanpa Promo
2022-08-19,160000,GRATIS_ONGKIR,155000,Dengan Promo
2022-08-19,807000,,807000,Tanpa Promo
2022-08-19,472500,GRATIS_ONGKIR,467500,Dengan Promo
2022-08-19,555000,,555000,Tanpa Promo
2022-08-19,53000,GRATIS_ONGKIR,48000,Dengan Promo
2022-08-19,69900,GRATIS_ONGKIR,64900,Dengan Promo
2022-08-19,1400,GRATIS_ONGKIR,-3600,Dengan Promo
2022-08-19,269000,GRATIS_ONGKIR,264000,Dengan Promo
2022-08-19,49400,GRATIS_ONGKIR,44400,Dengan Promo
2022-08-19,200000,GRATIS_ONGKIR,195000,Dengan Promo
2022-08-19,240000,GRATIS_ONGKIR,235000,Dengan Promo
2022-08-19,177000,GRATIS_ONGKIR,172000,Dengan Promo
2022-08-19,450000,GRATIS_ONGKIR,445000,Dengan Promo
2022-08-19,137776,,137776,Tanpa Promo
2022-08-19,9200,GRATIS_ONGKIR,4200,Dengan Promo
2022-08-19,185000,,185000,Tanpa Promo
2022-08-19,165000,,165000,Tanpa Promo
2022-08-19,89800,GRATIS_ONGKIR,84800,Dengan Promo
2022-08-19,56900,,56900,Tanpa Promo
2022-08-19,58275,,58275,Tanpa Promo
2022-08-19,29900,,29900,Tanpa Promo
2022-08-19,478800,GRATIS_ONGKIR,473800,Dengan Promo
2022-08-20,45800,,45800,Tanpa Promo
2022-08-20,122052,GRATIS_ONGKIR,117052,Dengan Promo
2022-08-20,30000,GRATIS_ONGKIR,25000,Dengan Promo
2022-08-20,7100000,GRATIS_ONGKIR,7095000,Dengan Promo
2022-08-20,123200,GRATIS_ONGKIR,118200,Dengan Promo
2022-08-20,31000,GRATIS_ONGKIR,26000,Dengan Promo
2022-08-20,30999,,30999,Tanpa Promo
2022-08-20,1575,,1575,Tanpa Promo
2022-08-20,165000,GRATIS_ONGKIR,160000,Dengan Promo
2022-08-20,64150,,64150,Tanpa Promo
2022-08-20,27000,,27000,Tanpa Promo
2022-08-20,130000,,130000,Tanpa Promo
2022-08-20,97000,,97000,Tanpa Promo
2022-08-20,1300000,GRATIS_ONGKIR,1295000,Dengan Promo
2022-08-20,43000,GRATIS_ONGKIR,38000,Dengan Promo
2022-08-20,899900,GRATIS_ONGKIR,894900,Dengan Promo
2022-08-20,25790,,25790,Tanpa Promo
2022-08-20,117000,GRATIS_ONGKIR,112000,Dengan Promo
2022-08-20,45800,GRATIS_ONGKIR,40800,Dengan Promo
2022-08-20,462000,GRATIS_ONGKIR,457000,Dengan Promo
2022-08-20,338000,GRATIS_ONGKIR,333000,Dengan Promo
2022-08-20,184500,,184500,Tanpa Promo
2022-08-20,237000,GRATIS_ONGKIR,232000,Dengan Promo
2022-08-20,97000,,97000,Tanpa Promo
2022-08-20,480000,GRATIS_ONGKIR,475000,Dengan Promo
2022-08-20,165000,,165000,Tanpa Promo
2022-08-20,3661020,,3661020,Tanpa Promo
2022-08-20,189900,GRATIS_ONGKIR,184900,Dengan Promo
2022-08-20,137700,GRATIS_ONGKIR,132700,Dengan Promo
2022-08-20,164445,,164445,Tanpa Promo
2022-08-20,170000,GRATIS_ONGKIR,165000,Dengan Promo
2022-08-20,49592,,49592,Tanpa Promo
2022-08-20,475000,GRATIS_ONGKIR,470000,Dengan Promo
2022-08-21,168000,GRATIS_ONGKIR,163000,Dengan Promo
2022-08-21,188000,,188000,Tanpa Promo
2022-08-21,51000,GRATIS_ONGKIR,46000,Dengan Promo
2022-08-21,278000,GRATIS_ONGKIR,273000,Dengan Promo
2022-08-21,67570,,67570,Tanpa Promo
2022-08-21,4050,GRATIS_ONGKIR,-950,Dengan Promo
2022-08-21,80000,GRATIS_ONGKIR,75000,Dengan Promo
2022-08-21,36910,,36910,Tanpa Promo
2022-08-21,92000,GRATIS_ONGKIR,87000,Dengan Promo
2022-08-21,299999,GRATIS_ONGKIR,294999,Dengan Promo
2022-08-21,64020,GRATIS_ONGKIR,59020,Dengan Promo
2022-08-21,85000,,85000,Tanpa Promo
2022-08-21,81368,GRATIS_ONGKIR,76368,Dengan Promo
2022-08-21,128000,,128000,Tanpa Promo
2022-08-21,65172,GRATIS_ONGKIR,60172,Dengan Promo
2022-08-21,84645,,84645,Tanpa Promo
2022-08-21,20000,GRATIS_ONGKIR,15000,Dengan Promo
2022-08-21,125970,GRATIS_ONGKIR,120970,Dengan Promo
2022-08-21,54000,GRATIS_ONGKIR,49000,Dengan Promo
2022-08-21,693000,,693000,Tanpa Promo
2022-08-21,75000,,75000,Tanpa Promo
2022-08-21,179997,,179997,Tanpa Promo
2022-08-21,14800,GRATIS_ONGKIR,9800,Dengan Promo
2022-08-21,192000,GRATIS_ONGKIR,187000,Dengan Promo
2022-08-21,107728,,107728,Tanpa Promo
2022-08-21,48000,GRATIS_ONGKIR,43000,Dengan Promo
2022-08-21,90000,,90000,Tanpa Promo
2022-08-22,295500,GRATIS_ONGKIR,290500,Dengan Promo
2022-08-22,2800,,2800,Tanpa Promo
2022-08-22,51000,,51000,Tanpa Promo
2022-08-22,480000,,480000,Tanpa Promo
2022-08-22,2920000,,2920000,Tanpa Promo
2022-08-22,1470000,GRATIS_ONGKIR,1465000,Dengan Promo
2022-08-22,179700,GRATIS_ONGKIR,174700,Dengan Promo
2022-08-22,1650020,GRATIS_ONGKIR,1645020,Dengan Promo
2022-08-22,100000,,100000,Tanpa Promo
2022-08-22,597000,,597000,Tanpa Promo
2022-08-22,894000,,894000,Tanpa Promo
2022-08-22,130000,,130000,Tanpa Promo
2022-08-22,62000,,62000,Tanpa Promo
2022-08-22,80250,GRATIS_ONGKIR,75250,Dengan Promo
2022-08-22,197500,GRATIS_ONGKIR,192500,Dengan Promo
2022-08-22,165000,,165000,Tanpa Promo
2022-08-22,689997,GRATIS_ONGKIR,684997,Dengan Promo
2022-08-22,77250,,77250,Tanpa Promo
2022-08-22,338000,,338000,Tanpa Promo
2022-08-22,77370,GRATIS_ONGKIR,72370,Dengan Promo
2022-08-22,80664,GRATIS_ONGKIR,75664,Dengan Promo
2022-08-22,499000,GRATIS_ONGKIR,494000,Dengan Promo
2022-08-22,208500,,208500,Tanpa Promo
2022-08-22,270200,GRATIS_ONGKIR,265200,Dengan Promo
2022-08-22,442260,,442260,Tanpa Promo
2022-08-22,78000,GRATIS_ONGKIR,73000,Dengan Promo
